Id,Text,Category
196,"Chinese tech major Xiaomi is eyeing India's rural market to further boost its growth in smartphone and smart TV segments.""We believe offline market is a segment where significant growth is possible. Towards this, we have launched a whole new format, called Mi stores, to cater to India's rural smartphone market.""Through Mi stores, we have exclusive Xiaomi outlets targeting rural India, which is tier-3 markets and beyond. Recently, in a single day, we launched 500 stores in rural markets across the country,"" Xiaomi India Chief Operating Officer Muralikrishnan B said Tuesday.He was speaking on the sidelines of the launch of some of the company's products.""Not just smartphones,"" he said, ""we believe that televisions is another area where a significant amount of growth is possible. In less than nine months, we have sold over a million smart TVs and today, we are No. 1 player in the smart TV market. So, we believe that offline expansion and category exxpansion shall continue to fuel our growth and success in India.""Xiaomi launched its recently announced Redmi Note 6 Pro and Mi LED Smart TV PRO series and some other products in Chandigarh.",cc
197,"Apple’s Taiwanese supplier Wistron Infocomm Manufacturing India has increased the authorized share capital of the company from Rs 185 crore to Rs 3,000 crore that possibly signals a fresh round of capital infusion into its India unit.Wistron India, at its extraordinary general meeting recently, approved the altered capital clause wherein the authorized share capital of Rs 3,000 crore is divided in 300-crore equity shares with face value of Rs 10, showed a recent Registrar of Companies (RoC) filing. Wistron’s wholly-owned subsidiary SMS Infocomm Singapore has been allocated 10.29 crore shares worth Rs 102.9 crore. An email sent to Wistron on the enhanced authorized share capital didn’t elicit a response.Wistron India provides design, manufacturing and after-sales service support functions for ICT products. The original equipment manufacturer (OEM) and original design manufacturer (ODM) major focuses on a product portfolio, including notebook, desktop, storage systems, networking, communication products, LCD TV, smartphone and handheld devices.Wistron is planning to invest Rs 3,000 crore in Narasapura industrial area in Kolar district spread on the 43-acre land will be one of the biggest projects of its kind in the country. A note from Karnataka CM HD Kumaraswamy’s office said the new facility is expected to create 10,500 jobs.KR Girish, founder of tax advisory firm KR Girish & Associates, said, “It appears there’s a huge jump in share capital. Typically, in a foreign-owned subsidiary or a majority-owned subsidiary, they usually bring it partly as share capital and partly as share premium. It’s strange a company injects so much as direct equity rather than equity and share premium. In share premium, there is no registration fee and stamp duty. In authorized capital, companies incur heavy stamp duty.”",cc
198,"As many as 100 of the 127 mobile phone assembly units in India could shut if the government goes ahead with its plan to increase customs duty on certain mobile phone components this year, prompting the industry to seek a deferment of the scheduled hike to 2020.In a letter to the Prime Minister’s Office (PMO), the India Cellular and Electronic Association (ICEA) sought the deferment of the customs duty hike to 2020 on the import of LCD assembly, vibrator motor and touch panel, which was supposed to kick in later this year under the phased manufacturing plan (PMP). The parts are scheduled to attract 12.5% countervailing duty (CVD) on imports and excise duty of 1% without input tax credit.In the December 28 letter to Nripendra Misra, principal secretary to the prime minister, president of ICEA Pankaj Mohindroo said, “There is deep distress in the industry, especially in the Indian mobile manufacturing ecosystem which holds more than 100 of the 127 factories and it will not be prudent to load an extra cost on this ecosystem.”It added that especially feature phones industry is in an extremely “traumatic” situation and can ill-afford any cost increase.The PMP is an integral part of the government’s Make in India initiative which seeks to not only make the country selfsufficient in production of electronic hardware but also hopes to make India a global manufacturing hub by 2025. Mohindroo, incidentally, was also the chairman of the task force appointed by the government to find ways to catalyse the growth of mobile phone and component manufacturing ecosystem in India and the panel had recommended PMP as a key measure.",ai
199,"The Aravind Eye Hospital will treat anyone who comes through the door, with or without money.Each day, more than 2,000 people arrive from across India and sometimes other parts of the world, crowding into the hallways and waiting rooms of this 43-year-old hospital at the southern end of the country. On a recent morning, Vt Muthusamy Ramalingamm, a local resident, walked into a room on the second floor, sat down and rested his chin on a small desktop device that pointed a camera into his eyes.A technician tapped on a screen at the back of an eye scanner, and within seconds a diagnosis appeared on a computer against the wall. Both eyes showed signs of diabetic retinopathy, a condition that can cause blindness if untreated.In most hospitals and clinics around the world, trained physicians make this diagnosis, examining a patient’s eyes and identifying the tiny lesions, hemorrhages and discoloration that anticipate diabetic blindness. But Aravind is trying to automate the process. Working with a team of Google artificial intelligence researchers based in California, the hospital is testing a system that can recognize the condition on its own.",ai
200,"Swedish telecom gear maker Ericsson said that it is increasing its Artificial Intelligence-related investments in India along with Sweden and the US to boost its managed services business. It is also aggressively hiring engineers to support its Artificial Intelligence and automation efforts in the country.“We have a lot of development happening in India and we are now betting on three centers -- Silicon Valley, Sweden, and India -- worldwide, what we call the global AI accelerators. It is super important for us that we increase AI investments and we are doubling down on India, Sweden, and Silicon Valley,” Peter Laurin, Head of Managed Services at Ericsson, told ET in an exclusive interaction.Ericsson is hiring engineers globally for its AI accelerators, including 150 engineers in Bengaluru.“India is a great hub for us. We would like to attract more talent in AI, automation and data science…we want to attract the best of the best in India. So, it will be a forward-leaning Ericsson in universities and other places to really attract the best,” Laurin said.The gear vendor is also putting efforts in upskilling its existing engineers in the managed service business to handle address demands coming from telcos. “We have really good competent engineers. We are now looking at providing upskilling to them with a lot of internal training. It will be super important for us,” he said,The executive said that the AI and automation capabilities are helping Ericsson in countries like India where networks are complex and generate an immense amount of data. “India is probably one of the most competitive markets in the world, and extremely demanding for the operators. We want to make them successful. We have a lot of the AI sort of use cases that we are implementing in India for the first time,” he added.",ai
201,"Israel’s Tel Aviv is the second largest startup ecosystem in the world and is also home to the R&D centres of tech giants like Google, Microsoft, IBM and Apple.With a population of around 8 million, accompanied by geographic disadvantages and bleak natural resources, Israel did quite well for such a young nation.Much of this can be accredited to Israel’s flagship initiative ‘Yozma’, back in 1993, to draw in foreign investments with lucrative tax incentives. Around this time, India too, witnessed a major shift in its economic policies as it opened doors for foreign direct investments.Global Innovation & Technology Alliance (GITA) on behalf of Department of Science & Technology, Government of India and Israel Innovation Authority (IIA), on behalf of Government of Israel, granted HealthNet Global, a part of the Apollo Hospitals Group, India and Zebra Medical Vision, Israel funding to validate, co-develop and deploy medical imaging Artificial Intelligence (AI) across India and to increase Tuberculosis (TB) screening capabilities in the rural areas.",ai
202,"Microsoft has been working towards enhancing the possibilities of Artificial Intelligence (AI) for over 25 years. In its mission to empower every organization and individual on the planet to achieve more, it is deploying its AI solutions in areas ranging across healthcare, education, agriculture, retail, e-commerce, manufacturing and financial services.The company’s AI strategy in India is based on the following pillars:Enabling Digital Transformation: Microsoft is committed to use its Cloud and AI technologies to create breakthrough innovations and accelerate the digital transformation of the nation, focusing on core industries that are critical to economic growth. Over 700 business and government organizations have adopted its Artificial Intelligence (AI) solutions to drive breakthroughs in their digital transformation. Over 60% of these AI customers come from large businesses in manufacturing, financial services. In addition, Microsoft is working with new-age organizations that are leapfrogging and disrupting industries. 715 partners are working with Microsoft in India to help customers design and implement a comprehensive AI strategy, aimed to boost employee productivity, increase business agility, improve customer engagement and jumpstart new product innovation.Building coalitions for responsible innovation: Microsoft works with government, industry, academic and civil society stakeholders to create a collective approach to AI and build solutions that meets the needs and expectations of citizens. Microsoft India is partnering with NITI Aayog to combine the cloud, AI, research and its vertical expertise for new initiatives and solutions across several core areas including agriculture and healthcare and the environment. We are also an active participant along with CII in looking at building solution frameworks for application in AI across areas such as Education, skills, health and agriculture.",ai
203,"Amuleek Singh, Co-founder and CEO, Chai Point, speaks to FoodService India about millennials and corporates being the target customer base for the brand, its technological initiatives like Shark and BoxC taken for the ease of customers, and the brand’s environment-friendly approach through introduction of sustainable concepts like BYOC to associate more actively with the younger generations.Chai is a ritual for Indians. We want to be a part of that ritual as a café in foodservice space. With over 100+ stores across the country and many more coming up in 2019, the opportunity for growth is immense for the brand. The important thing to keep in mind is that the end game is profitability. The rapid expansion of the F&B sector in India is creating a lot of opportunities for newer brands like us. Brands, which are authentic and Omnichannel, will stand out in the market.Chai totals 75 percent of non-alcoholic beverages. As a brand, we power the core concept of Chai Point – as being a creative, exciting hub for serving the traditional beverage of India. We want to manage this by being present at every touch point for the convenience of consumers and serving them the chai that is best in quality and consistency.The corporates and the millennials are the target customer base for the brand. This segment of customers want to associate with the brands that practice their core values. Our target customers are environmentally conscious and focus on quality and freshness. They are also particular about convenience and accessibility. It is in our brand’s DNA to be Omnichannel and our team continuously strives to live up to these core values.",ai
204,"There has been a spurt in the adoption of Artificial Intelligence (AI) across industries in India and cloud infrastructure and rapid deployment of intelligent Cloud services will further drive AI adoption in the country, Microsoft India said on Wednesday.In a white paper titled ""Age of Intelligence,"" Microsoft said the focus is to create modern mobile infrastructure, skill up the workforce and reduce data costs and cross-industry collaboration, thus extending information connectivity and digital services to the underserved segments of the population.""Our ambition is to enable a human-centered approach to AI. India is currently at an inflection point in the adoption of AI,"" said Anant Maheshwari, President, Microsoft India as the company unveiled the white paper at the Nasscom Technology and Leadership Forum (NTLF) 2019 here.""Building on the four foundational pillars -- enabling digital transformation across industries, forging coalitions for innovation, building a future-ready workforce and creating sustained societal impact -- will unlock and accelerate the potential of AI,"" Maheshwari added.The white paper outlines challenges and opportunities with respect to AI and how balanced and forward looking government policies, technological advancements including growing Internet penetration and connectivity will help reap benefits of digital transformation in the years to come.According to Microsoft, the company is busy democratising AI and is making the technology available on Azure Cloud to empower developers and institutions in solving difficult problems.""AI enables organizations to make better informed decisions by making it easy to derive insights from data, helping them expand and improve customer engagement and experiences, optimize operations and improve offerings,"" read the white paper.",ai
205,"At its annual strategic review, NASSCOM announced that India’s IT-BPM industry grew 9.2 percent in 2018-19, during which it created 170,000 new jobs across large and mid-sized enterprises. Most of the job creations happened in the field of emerging technologies such as Artificial Intelligence (AI), data analytics, and cybersecurity, as companies across the spectrum ramped up their investments in digital transformation and innovation. NASSCOM also revealed that India is the world’s third largest tech startup hub, with over 7,000 product and service startups in operation right now. Growth in the startup sector was the “key highlight” of 2018. The year also witnessed the emergence of eight new unicorns, and the country’s first SaaS unicorn (Freshworks). “Startups are growing 12-13 percent annually, which is very healthy. The most interesting sector is deep tech which is growing at 50 percent,” NASSCOM President Debjani Ghosh said at the NASSCOM Technology and Leadership Forum 2019 held in Mumbai. Overall, digital is growing at 30 percent and was valued at $33 billion. 2018-19 also saw the highest tech spending in the last five years, according to NASSCOM. “The industry performance showcased a changing narrative for the sector that is focused on internal transformation and driving transformation for its clients globally and in India,” said Rishad Premji, Chairman, NASSCOM.However, despite healthy numbers clocked by the industry in 2018-19, NASSCOM is “cautiously optimistic” about the year ahead, considering multiple macro-economic factors (such as Brexit, Indo-China and Indo-US trade relations, tech regulations, etc.) are at play. Ghosh explained, “There are factors which we cannot control. Tech regulations, for instance, could potentially make or break the industry. We can only look at the things which we can drive… like developing an innovation pipeline, creating R&D hubs, skilling tech talent which is the need of the hour.”",ai
206,"Microsoft is aiming to democratise Artificial Intelligence (AI) technology, GM Commercial Partner at Microsoft India Rajiv Sodhi said.Launching the Gujarat chapter of the International Association of Microsoft Channel Partners (IAMCP) in Ahmedabad on Thursday, he said Microsoft India is working with 700 of its 3000 partners to promote AI among customers.Microsoft will launch AI labs in Indian schools in near future, he added without divulging details.With India taking the digital path to grow, the country would increasingly need software engineers with an understanding of basic technology, industry verticals and data science and analytics, he added",ai
207,"In a blog post this week, Kasumi Widner, program manager at Google, and Sunny Virmani, product manager at Verily, described the new machine learning algorithm the companies have developed over the past three years to help expand access to – and efficacy of – screening for DR and DME in India, where there's drastic shortage of more than 100,000 eye doctors and just 6 million of the 72 million diabetics are screened for eye disease.""Working closely with doctors both in India and the U.S., we created a development dataset of 128,000 images which were each evaluated by three-to-seven ophthalmologists from a panel of 54 ophthalmologists,"" wrote Google research engineers when the algorithm was first announced back in 2016.""This dataset was used to train a deep neural network to detect referable diabetic retinopathy. We then tested the algorithm’s performance on two separate clinical validation sets totalling ~12,000 images, with the majority decision of a panel seven or eight U.S. board-certified ophthalmologists serving as the reference standard. The ophthalmologists selected for the validation sets were the ones that showed high consistency from the original group of 54 doctors.""That algorithm has since been refined and is now in clinical use at the Aravind Eye Hospital in Madurai, in the southern state of Tamil Nadu – where it's helping ease the burden on both physicians and improving the patient experience.Dr. R. Kim, chief medical officer and chief of retina services at Aravind Eye Hospital, which sees thousands of patients daily, tells Google that the AI tool helps physicians ""have more time to work closely with patients on treatment and management of their disease, while increasing the volume of screenings we can perform.""Verily has received EU clearance for medical devices, Widner and Virmani said, and the company plans to build on deployments such as this one to ""expand our research and clinical efforts globally, with the goal of screening more people and preventing disease.""",ai
208,"Central government of India is planning to launch a National Centre for Artificial Intelligence (AI) and make it operational by July as the work has begun for a launch, said a report by Business Standard.Called as the National Artificial Intelligence Centre, the unit is likely to cost around Rs 400-450 crore and will be part of the Ministry of Electronics and Information Technology (MeitY), and will work in collaboration with other entities of the department such as the National Informatics Centre (NIC) and the Centre for Development of Advanced Computing (C-DAC), said the report citing senior government officials.The report said the AI unit will be for citizens and will help in setting up data platform, skilling, reskilling and research platforms, thereby helping to solve legal, regulatory and cybersecurity challenges.“The panels gave us a lot of fodder to think on, and suggested setting up of a national AI centre,” a senior government official told Business Standard. “The centre will try to innovate in AI for government applications. It will look at how AI can be used in health care, education, and agriculture from a public systems delivery perspective.”Policy think-tank NITI Aayog had released a discussion paper in June last year on the “National Strategy for Artificial Intelligence”. It had identified five areas — health care, agriculture, smart cities, education and transportation — that would gain the most from AI. The paper highlighted the barriers to adoption but came under criticism for not providing any roadmap for implementation.The government has been contemplating with the idea of taking help from the technology and already has a smaller centre working on AI under the NIC. It now wants a national centre that could work more with academic institutions to understand how AI can help in governance. “AI can’t grow without data. NIC has two centres — one on AI and one on data analytics. C-DAC has also done phenomenal work on languages. Our interest is to see how this can be used for governance applications,” the senior government official said to Business Standard.",ai
209,"R2 Data Labs, the acceleration hub within engineering company Rolls-Royce, is in talks with startups specialising in the areas of artificial intelligence, data analytics, Internet of Things and blockchain, among others to provide them mentoring and technical support.The aim behind the partnership is to create a collaborative ecosystem of digital partners in India, more specifically, in Bengaluru, the company said at a press conference.“Sitting at the heart of our vision for the digital age is a collaborative approach to innovation, where we actively look to develop new, radical ways of working to maintain a competitive edge. To this end, Rolls-Royce has been collaborating with niche technology startups to grow their business,” said Caroline Gorski, group director of R2 Data Labs, Rolls-Royce.Bengaluru is among nine international startup hubs besides Berlin, London and Singapore that Rolls-Royce is targeting globally to enhance its modern technological capacities. “Working with IoT startups helps us to accelerate digital transformation, improve existing services and create new areas of growth. At the same time, we help innovators succeed in their pace, inventiveness and energy,” she added.Rolls-Royce has already partnered with Tata Consultancy Services and Microsoft in India. As part of the partnership, TCS provides digital platform capabilities to Rolls-Royce, thereby facilitating easy capturing, sharing and analysis of data.",ai
210,"India is emerging as a new target for patent filings in the field of Artificial Intelligence and is among the top countries for publications in specific categories such as computer vision and natural language processing, according to a UN report.According to the World Intellectual Property Organisation (WIPO) Technology Trends report, 50 per cent of all patents for AI – the replication of human intelligence by machines for use in industries such as transport and healthcare, for instance – have been published since 2013, adding up to more than 170,000 different patented ideas.Australia, Canada, Germany, India and the UK hold prominent positions in publications in specific categories such as computer vision, natural language processing, speech processing, distributed AI and predictive analytics. The report said that while major patent offices receiving patent filings in the AI field are France, Germany, the Republic of Korea and the UK, India is emerging as a new target for patent filing.The greatest number of patent applications are filed in the patent offices of U.S. and China, followed by Japan, South Korea, Germany, Australia and India. The report noted that India was ranked eighth for first filings in 2015 and has enjoyed a high rate of annual growth during recent years (with an average of 33 per cent in the three years up to 2015).India ranks fourth in scientific publications (ahead of Japan), Italy, which ranks ninth, and Spain, which is 10th. India ranks third in fuzzy logic and fourth in machine learning, whereas it is eighth or lower in patenting activity.",ai
211,"A National Centre on Artificial Intelligence that will, with other top research bodies, seek to harness the potential of cutting-edge technologies was the new education sector project in finance minister Piyush Goyal’s interim budget on Friday that also increased funding for the creation of 20 Institutes of Eminence as well as for research and innovation.To take the benefits of artificial intelligence and related technologies to the people, a National Programme on Artificial Intelligence has been envisaged by the government. This would be catalysed by the establishment of the National Centre on Artificial Intelligence as a hub along with centres of excellence, Goyal said.“Nine priority areas have been identified. A national artificial intelligence portal will also be developed soon,” he said.According to a government official who spoke on condition of anonymity, the project will be steered by NITI Aayog, the government’s policy think tank.Compared with Rs 5,714 crore in 2018-19, the IITs will get Rs 6223 crore in 2019-20. For the IIMs, the figure has climbed from Rs 372 crore to Rs 415 crore. The budget for 40 central varsities saw a marginal increase from Rs 6,498 crore to Rs 6,604 crore.Significantly, these are among the institutions which will in the coming two academic years have to increase their seats by 25 %.“The poor have the first right on the resources of the nation”, Goyal said in his budget speech, adding that around 200,000, or 25% additional seats, will be offered to implement the 10% quota for the economically weaker sections.",ai
212,"In the 21st century, it is technology that rules the world. With increasing adoption of tech in almost every sphere of life, there are very few sectors that remain untouched. India as a global IT leader has been at the forefront of this revolution, with the integration of technology in areas ranging from farming to governance to banking and even everyday activities like food delivery.Of course, tech adoption hasn’t been equal in all sectors. India’s education sector has always lagged with respects to implementations of latest developments adopted by its global counterparts. But the rise of Edutech startups and focussed government policies in the recent few years seems to be reversing this trend.In fact, there are currently more than 40+ startups; most of them came into existence in the last 5 years that are focussing on EdTech, demonstrating the massive potential for this trend in India.Additionally, with the government looking to implement a massive overhaul of education in Indian with schemes such as RISE (Revitalising Infrastructure and Systems in Education), with a budget of more than Rs 1 lakh crore, the focus is on new age technologies such as cloud computing, AI and VR to enable these changes.",cloud
213,"Data centres in India mainly operate on two models. The first one is known as a captive data centre model, in which an organisation builds, operates, and manages its own data centre. The other is the outsourced or a “co-location “model, where organisations purchases data centre hosting services from external providers. Under this arrangement, the external provider offers power, security and cooling needs for the datacentre, while the customers use the leased space to deploy their servers.Initially, captive data centres enjoyed a significant market share, but gradually, they have ceded their ground to third-party service providers. Third-party data centre service providers are tipping the scales in their favour with their value-added services, innovation, and high opportunity costs of real estate and electricity.As a result, business verticals such as BFSI (banking, financial services, and insurance), telecom, retail, media and entertainment are increasingly leveraging third-party hosting functionalities over in-house data centre services.The Increasing Demand for Data Centre Segments in IndiaStudies show that the Asia Pacific would be the fastest growing region, regarding large data centre segments, over the next five years. Today, APAC accounts for a quarter of the global data centre infrastructure expenditures, at $42 billion.That said, China and India are the two major players set to exploit the market and fuel the growth in the APAC region. The data centre market in India was worth $4.5 billion in 2018 and is likely to reach $7 billion by the year 2020.",dc
214,"Hewlett Packard Enterprise (HPE) said it is seeing higher growth in data storage business in India than its overall data centre business on the back of higher demand.The IT services company said its storage business is growing at about 7% globally, whereas in India, it saw a near 10% growth as it has seen wider penetration of hybrid data storage solution (both onpremise and cloud or remote server) among Indian entransparency terprises, Som Satsangi, MD at HPE India, said. “One of the reasons is (that) the large telcos are big buyers of our server infrastructure,” said Satsangi.HPE’s data storage business growth is based on average growth rates in four rolling quarters till the third quarter of 2018 provided by IDC. The company said it is eyeing a significant pie of the opportunities with the rollout of 5G telecom services and growth of IoT.The company said its R&Dlabs in Bengaluru have been adding significant value globally and working on almost all development for software and infrastructure services. For instance, majority of the backend technology work for HPE Info-Sight tool, which enables data centres to deliver hybrid cloud environment, is done in these labs. “We are taking this InfoSight (tool) to our entire server platform,” pointed out Satsangi.HPE filed 156 patents per year on an average from India R&D labs, and 51 of them are granted.",dc
215,"In November last year, Google hired ex-Oracle executive Thomas Kurian to lead its cloud business, and the global giant has set some ambitious plans for its cloud business since then. The cloud division which deals with computing services, online data storage and productivity software has ambitiously set a plan to generate more than $1 billion in quarterly revenue, which it had received in the last quarter.The cloud division was earlier led by Diana Greene under whose leadership, the company bowed out from bidding for a $10 billion military cloud computing contract, citing its lack of certifications to handle sensitive data. This was a major blow as it set the company lagging behind its competitors such as Amazon and Microsoft. With Kurian’s onboarding, the company is serious about scaling up its enterprise business across the globe, including India.For Alphabet, the cloud has been able to deliver sizable growth with GCP being one of the fastest growing business. “We’ve doubled the number of GCP contracts greater than $1 million. We’re also seeing an early nice uptick in the number of deals that are greater than $100 million and really pleased with the success and penetration there,” Ruth Porat, Alphabet’s chief financial officer, was quoted as saying. But unlike market leader Amazon, Google hasn’t specified exactly how much revenue it gets each quarter and Google Cloud still lags behind the cloud market leaders.While Greene was heavily focused on making Google’s ML capabilities and engineering breakthroughs available to customers as a key differentiator, Kurian might tread a different route. Since 2015, when Greene was brought on board, she has done some interesting work in the escalating cloud business. With Kurian’s leadership, the company plans to invest more in sales for its cloud business, and accelerate faster than they have had till date. To achieve this he plans to invest in hiring some of the best talents from around the industry to grow sales organisation.",cloud
216,"Software major SAP will house data of its Indian consumers in local servers in anticipation of move by the country to mandate data localisation, and is exploring options of either setting up its own data centres or partnering with third-party firms.SAP provides business software for its more than 10,200 customers in the Indian subcontinent, which includes neighbours Sri Lanka and Bangladesh.“We (will) find ways and opportunities that can keep the data of Indian customers here in the country,” Christian Klein, chief operating officer, SAP, told ET. “It doesn’t matter if there is no final decision yet (on the law), but we are creating infrastructure in India that allows us to really react in a flexible way to any potential new data privacy rules”.India’s draft data protection policy has proposed critical personal data of Indian users to be stored and processed locally, while recommending organisations to store a copy of personal data locally in a server or data centre in the country. A panel led by former Supreme Court judge justice Srikrishna has allowed the government to decide on what is critical personal data. The draft bill is expected to be placed in Parliament once a new government takes over.",dc
217,"Digital demands from businesses arising out of explosion of data and its mandated localization by the government, billions of connected devices, and large-scale cloud adoption by enterprises are giving rise to a new breed of data centres - Hyperscale data centres. To make the most of this trend, India’s leading data centre player, CtrlS, is investing Rs 2000 crore in setting up hyperscale infrastructure claimed to be “the world’s largest Hyperscale Tier-4 data centre facility.”Hyperscale facilities offer mega capacities (such as 50 MW and upwards with ability to collocate 50,000 servers and more) providing a new approach to the way data centres are designed, operated and managed to handle the complexity of new workloads and the increasing demand on IT services.The forces that warrant setting up of Hyperscale data centres are all coalescing. According to Cushman and Wakefield, data is expected to skyrocket from 40,000 Petabyte in 2010 to reach 2.3 million Petabyte in 2020. The global cloud traffic would cross 14.1 Zetabyte (1.2 Zetabyte per month) by the end of 2020, while the IP traffic is expected to cross 2.3 Terabytes by 2020. Ernst and Young predicts that by 2020, there would be 2 billion IoT devices in the country.Besides, the government’s data localization law will further boost the need for Hyperscale data centres.As Sridhar Pinnapureddy founder and CEO at CtrlS Datacenters, says, “Data localization will soon become a reality in the country, which will necessitate most of the businesses to host the data locally in India, be it a bank, insurance, financial services or an ecommerce company – they will now have to comply with the guideline of RBI and Government of India. This is one of the key drivers for Hyperscale data centre growth in India.”According to Cushman and Wakefield, the Indian data centre market, currently estimated at $2 billion, is expected to reach $7 billion by the year 2020. Mirroring this growth, the area under data centres will also shoot up from 10.9 million square feet in 2018 to 30 million square feet in 2025.",cloud
218,"Kerala has signed an agreement with the leading hyper scale data platform RackBank Datacenters Private Limited (RBDC) to set up a mega data park at the Infopark in Cherthala, at an investment of about Rs 1,000 crore.The MoU on the project, which comes in tandem with the digital summit #Future held last year, was signed on Tuesday between Hrishikesh Nair, CEO, Infopark Kochi, and Anil Reddy, chairman, RBDC Pvt Ltd. in the presence of Kerala chief minister Pinarayi Vijayan.Commenting on the MoU, Pinarayi Vijayan said, “This is going to be a great boost for the IT industry in Kerala as there is a need to have world class data centre facilities to meet the growing demands.”State’s high power IT committee chairman and Infosys co-founder, S D Shibulal, is instrumental in bringing RB to the state with such a mega project, as part of the global connect organized in the US as follow-up of #Future.Hrishikesh Nair said: “We are witnessing some innovative works based out of IT parks and RBDC will be a great boost for the local talent in and around Kochi and Alappuzha. Apart from setting up data centres to host enterprise infrastructure, RBDC also plans to set up disaster recovery facility for companies in case of data threat due to natural disasters.”“RB is proud to be investing in Kerala and in its endeavors to support modern technology and innovation not only to make Kerala a state of choice for development but also to provide and merge emerging technologies to connect the globe and showcase the state,” said Anil Reddy.Founded in 2013, RBDC is a datacenter platform serving cloud, content and large enterprise customers across India, Europe and USA. RB is now progressing towards construction of hyper-scale datacenters (HDCs) to address the business needs of the cloud providers, global enterprises and providing world class data centers to meet the growing demands of the Indian market",dc
219,"India has proposed regulating cross border data flows, locating computing facilities within India to ensure job creation and setting up a dedicated ‘data authority’ for issues related to sharing of community data.In its draft National e-Commerce Policy, India has said that the data generated in the country is a national asset, and citizens and the government have a sovereign right over it.The policy bars “sensitive” data collected and processed here but stored abroad from being shared with foreign governments and other business entities outside India. It has suggested a three year period for companies to setup data storage here and advocates a review of the current practice of not imposing custom duties on electronic transmissions.“The draft policy will be made public anytime soon,” said a senior official.The 40-page policy, which ET has seen, has suggested a ‘data authority’ to oversee restrictions on data collected by IoT devices in public space; and data generated by users in India by e-commerce platforms, social media, and search engines.“It is hence vital that we retain control of data to ensure job creation within India,” the government said in the draft policy document.",dc
220,"Union Minister for Electronics & IT Ravi Shankar Prasad,said India should become a data analytics hub on the back of the huge amount of data that Indians are producing.“India has all the potential to become a centre of data analysis. The huge data 1.3 billion Indians are producing. It is a great opportunity,” said Prasad after releasing a report on India’s trillion dollar digital economy at the Nasscom event here on Wednesday.He said the report is not just about digital inclusion but also an opportunity to do business in India.The report stated that India can create up to $1 trillion of economic value from the digital economy in 2025, with half of the opportunity originating in new digital ecosystems that can spring up in diverse sectors of the economy.Currently, India’s digital economy generates about $200 billion of economic value annually largely from existing digital ecosystem comprising of information technology and business process management (IT-BPM), digital communication services (including telecom), e-commerce, domestic electronics manufacturing, digital payments, and direct subsidy transfers.The existing digital ecosystem could contribute up to $500 billion of economic value, but the potential economic value for India could be as much as double that amount — almost $1 trillion— if digital technologies are used to unlock productivity, savings, and efficiency across more diverse sectors such as agriculture, education, energy, financial services, government services, healthcare, logistics, manufacturing, trade, and transportation.The report stated that India has the second-largest number of instant messaging service users worldwide, behind China, and the most social media users, and Aadhaar, India’s unique digital identity programme, covers more than 1.2 billion people, the largest system of its type globally.",dc
221,"Early-stage venture capital fund YourNest will invest in edge computing and patent-led startups in 2019.Sunil Goyal, its managing director, told ET that the firm has already identified some such startups and is hunting for more, as he believes the next wave of growth in startups will be in this sphere.This year, YourNest expects 10 of its portfolio startups to raise about Rs 700 crore in funds, Goyal said. These 10 companies are Mompresso, Rubique, Aaha Stores, CoveIoT, SmartQ, pCloudy, Emotix, GolfLan, Uniphore Software and Arya.ai.According to Goyal, the investment wave in the period 2012-14 was in global internet, then came the 2014-16 period which was about software as a service, and in the last two years (2017,18) it has been largely internet of things (IoT) and robotics.“Now, going forward, all the three areas will continue but the next big things would be edge computing and patent-led in the startup space in India,” he said.Customers and enterprise customers are now looking forward to decision-making happening in milliseconds. And if the decision-making has to happen in milliseconds, all the computing power has to be there in the sensors, at the level where data is being captured. Many real-time use-cases require intelligence to be built at the edge itself, instead of the cloud, he said.“Apparently, Jeff Bezos had given the Alexa design team a one-second latency (time taken to respond to a query). While this may be acceptable for a consumer product, but a millisecond can often make the difference between life and death in an autonomous vehicle,” he added.YourNest will be looking to invest in companies where computing can happen on the edge and such companies could be in healthcare, defence, cybersecurity or other such spaces that involve mission-critical activities.",cloud
222,"Nvidia's Artificial Intelligence-focused Tesla T4 GPUs have become available in India for the first time. The GPUs are available through Google Cloud Platform which is currently available in beta. Nvidia is also rolling out its new GPUs to Brazil, Japan and Singapore.Nvidia's Tesla T4 GPUs are capable of handling cloud workloads and intensive deep learning training and inference, AI, and machine learning along with data analytics.The new GPUs are based on the company's new Turing architecture and come with Turing Tensor Cores and new RT Cores. Each T4 features about 16GB of GPU memory which can deliver 260 TOPS of computing performance.""The T4 joins our NVIDIA K80, P4, P100, and V100 GPU offerings, providing customers with a wide selection of hardware-accelerated compute options,"" said Chris Kleban, Product Manager at Google Cloud in a blog post.""The T4 is the best GPU in our product portfolio for running inference workloads. Its high-performance characteristics for FP16, INT8, and INT4 allow you to run high-scale inference with flexible accuracy/performance tradeoffs that are not available on any other accelerator,"" he added.",dc
